0,1,2,3,4,5,6,7,8,9,10
whole milk,hard cheese,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
butter,detergent,,,,,,,,,
turkey,pip fruit,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
meat,meat,,,,,,,,,
bottled beer,soap,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
ice cream,butter,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
bottled water,newspapers,,,,,,,,,
other vegetables,berries,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
pork,root vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
red/blush wine,pork,,,,,,,,,
butter milk,whole milk,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
citrus fruit,soda,,,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
frankfurter,newspapers,,,,,,,,,
frankfurter,sliced cheese,sugar,,,,,,,,
hygiene articles,vinegar,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
other vegetables,sugar,,,,,,,,,
yogurt,flower (seeds),,,,,,,,,
canned beer,cookware,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
whole milk,newspapers,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
citrus fruit,bottled water,specialty bar,,,,,,,,
waffles,pip fruit,whole milk,beef,yogurt,,,,,,
UHT-milk,margarine,,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,butter,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,frozen dessert,chewing gum,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
root vegetables,chocolate marshmallow,,,,,,,,,
oil,herbs,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
beverages,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
domestic eggs,vinegar,chocolate,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
bottled water,specialty bar,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
other vegetables,whole milk,house keeping products,,,,,,,,
soda,white wine,,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
white bread,curd,bottled water,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
tropical fruit,pork,,,,,,,,,
beef,beef,whole milk,,,,,,,,
cooking chocolate,red/blush wine,cleaner,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
sliced cheese,cat food,,,,,,,,,
UHT-milk,pet care,,,,,,,,,
curd,whipped/sour cream,margarine,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
soft cheese,napkins,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pastry,margarine,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
hygiene articles,chocolate,,,,,,,,,
grapes,processed cheese,,,,,,,,,
shopping bags,rice,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
meat,tropical fruit,,,,,,,,,
frozen meals,dental care,,,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
whole milk,shopping bags,specialty bar,,,,,,,,
frankfurter,female sanitary products,,,,,,,,,
tropical fruit,onions,,,,,,,,,
whole milk,coffee,soft cheese,,,,,,,,
yogurt,chewing gum,whipped/sour cream,shopping bags,,,,,,,
pastry,chicken,packaged fruit/vegetables,tropical fruit,packaged fruit/vegetables,pasta,photo/film,sugar,,,
beef,newspapers,,,,,,,,,
salt,cream cheese ,,,,,,,,,
rolls/buns,soda,,,,,,,,,
soda,flour,,,,,,,,,
salty snack,curd,,,,,,,,,
butter,whole milk,,,,,,,,,
meat,pip fruit,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
beef,soda,,,,,,,,,
soda,chocolate marshmallow,fruit/vegetable juice,,,,,,,,
tropical fruit,herbs,,,,,,,,,
chocolate,UHT-milk,sliced cheese,,,,,,,,
beef,hamburger meat,,,,,,,,,
pip fruit,margarine,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
mustard,zwieback,,,,,,,,,
specialty bar,candy,root vegetables,ice cream,,,,,,,
chicken,butter milk,,,,,,,,,
root vegetables,other vegetables,whole milk,frozen meals,,,,,,,
misc. beverages,soda,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
whole milk,waffles,waffles,,,,,,,,
brown bread,processed cheese,,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
butter milk,root vegetables,,,,,,,,,
whole milk,meat spreads,,,,,,,,,
frozen dessert,herbs,brown bread,,,,,,,,
sausage,domestic eggs,,,,,,,,,
tropical fruit,yogurt,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
turkey,chocolate,,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
pork,pastry,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
newspapers,bottled beer,domestic eggs,,,,,,,,
fish,chicken,chicken,UHT-milk,other vegetables,cream cheese ,hard cheese,,,,
frozen meals,sausage,pastry,yogurt,,,,,,,
sausage,soda,processed cheese,,,,,,,,
UHT-milk,specialty cheese,shopping bags,,,,,,,,
packaged fruit/vegetables,onions,,,,,,,,,
whole milk,whole milk,,,,,,,,,
long life bakery product,soap,,,,,,,,,
white bread,brown bread,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
sausage,white bread,candles,,,,,,,,
pork,white wine,,,,,,,,,
soda,yogurt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
butter,margarine,,,,,,,,,
pip fruit,soft cheese,,,,,,,,,
soda,chocolate,,,,,,,,,
processed cheese,hygiene articles,,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
sausage,frozen vegetables,,,,,,,,,
sausage,whole milk,pastry,rolls/buns,coffee,bottled beer,chocolate,rolls/buns,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
meat,newspapers,,,,,,,,,
citrus fruit,citrus fruit,other vegetables,whole milk,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,,
ham,Instant food products,,,,,,,,,
cookware,spread cheese,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
ice cream,root vegetables,hygiene articles,,,,,,,,
frozen meals,soups,,,,,,,,,
bottled beer,grapes,candy,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
finished products,rolls/buns,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
other vegetables,white bread,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
pastry,cream cheese ,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
soda,newspapers,,,,,,,,,
canned beer,yogurt,,,,,,,,,
pork,brown bread,,,,,,,,,
rolls/buns,domestic eggs,coffee,,,,,,,,
softener,salty snack,,,,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
ice cream,cream cheese ,,,,,,,,,
pastry,hard cheese,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
beef,hard cheese,soft cheese,yogurt,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
newspapers,margarine,bottled beer,coffee,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
coffee,pip fruit,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
herbs,rolls/buns,,,,,,,,,
frozen dessert,pastry,,,,,,,,,
roll products ,waffles,,,,,,,,,
softener,salt,whole milk,,,,,,,,
beverages,mustard,,,,,,,,,
beverages,pastry,,,,,,,,,
pork,sliced cheese,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
other vegetables,butter milk,,,,,,,,,
chicken,male cosmetics,,,,,,,,,
misc. beverages,bottled beer,other vegetables,cream cheese ,,,,,,,
root vegetables,processed cheese,,,,,,,,,
yogurt,softener,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
rolls/buns,oil,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,processed cheese,pastry,baking powder,fruit/vegetable juice,coffee,newspapers,,,,
condensed milk,other vegetables,softener,,,,,,,,
rolls/buns,candy,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
hamburger meat,organic sausage,,,,,,,,,
ham,whole milk,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
finished products,berries,,,,,,,,,
popcorn,butter,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
whole milk,white bread,,,,,,,,,
whole milk,soda,mustard,,,,,,,,
sausage,coffee,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
frozen potato products,root vegetables,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
whole milk,canned fish,,,,,,,,,
yogurt,chicken,UHT-milk,bottled water,,,,,,,
other vegetables,shopping bags,,,,,,,,,
berries,other vegetables,,,,,,,,,
photo/film,soda,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
bottled beer,whole milk,,,,,,,,,
yogurt,other vegetables,soft cheese,,,,,,,,
chocolate,yogurt,,,,,,,,,
bottled water,bottled water,,,,,,,,,
beef,UHT-milk,misc. beverages,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
bottled water,whole milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
cream cheese ,soda,,,,,,,,,
cream cheese ,cleaner,,,,,,,,,
pork,root vegetables,,,,,,,,,
salty snack,pip fruit,,,,,,,,,
sliced cheese,pip fruit,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
soft cheese,rice,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
beef,tropical fruit,,,,,,,,,
chicken,brown bread,soda,,,,,,,,
sausage,soda,bottled water,,,,,,,,
pot plants,baking powder,,,,,,,,,
detergent,pot plants,,,,,,,,,
salty snack,waffles,specialty cheese,,,,,,,,
beef,pasta,,,,,,,,,
pet care,photo/film,,,,,,,,,
citrus fruit,pastry,candy,softener,,,,,,,
bottled beer,salty snack,napkins,,,,,,,,
other vegetables,sweet spreads,yogurt,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
sausage,butter,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
domestic eggs,cat food,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
other vegetables,hard cheese,,,,,,,,,
pot plants,herbs,,,,,,,,,
dessert,bottled beer,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
whole milk,brown bread,,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
onions,soft cheese,,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
soda,soft cheese,oil,,,,,,,,
photo/film,rolls/buns,,,,,,,,,
coffee,soft cheese,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
brown bread,tropical fruit,,,,,,,,,
canned beer,curd,,,,,,,,,
cat food,canned beer,sliced cheese,dishes,zwieback,,,,,,
bottled water,rolls/buns,,,,,,,,,
bottled beer,dog food,oil,,,,,,,,
soda,frozen meals,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
dish cleaner,curd,,,,,,,,,
sugar,dish cleaner,,,,,,,,,
ham,other vegetables,,,,,,,,,
beef,curd cheese,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
citrus fruit,curd,,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
bottled water,margarine,,,,,,,,,
soda,soda,,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
sausage,canned beer,newspapers,tropical fruit,newspapers,,,,,,
rolls/buns,coffee,,,,,,,,,
other vegetables,whole milk,UHT-milk,other vegetables,frozen meals,whole milk,salty snack,,,,
sausage,tropical fruit,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
beverages,tropical fruit,ham,flour,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
chocolate,dish cleaner,domestic eggs,,,,,,,,
tropical fruit,detergent,,,,,,,,,
whole milk,canned beer,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
rolls/buns,oil,chocolate,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
pork,frozen dessert,newspapers,,,,,,,,
canned fruit,brown bread,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
other vegetables,margarine,,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
napkins,chewing gum,,,,,,,,,
frankfurter,chicken,white bread,whipped/sour cream,specialty fat,soft cheese,,,,,
whole milk,mustard,,,,,,,,,
honey,yogurt,spices,chocolate,,,,,,,
photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
sausage,whole milk,,,,,,,,,
beverages,tropical fruit,rolls/buns,curd cheese,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
beef,meat,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
herbs,whole milk,frozen dessert,,,,,,,,
beverages,dessert,,,,,,,,,
soda,napkins,,,,,,,,,
rolls/buns,hard cheese,rolls/buns,flour,,,,,,,
other vegetables,margarine,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
packaged fruit/vegetables,specialty bar,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
beef,berries,,,,,,,,,
margarine,sugar,,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
artif. sweetener,curd,,,,,,,,,
waffles,hygiene articles,tea,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frankfurter,rolls/buns,newspapers,waffles,,,,,,,
soups,specialty cheese,,,,,,,,,
ham,waffles,,,,,,,,,
tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags,,,,,
root vegetables,chewing gum,margarine,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
whole milk,pork,rolls/buns,,,,,,,,
meat,soda,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
bottled beer,seasonal products,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
jam,margarine,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
canned beer,canned beer,,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
whole milk,grapes,pastry,yogurt,,,,,,,
pork,pastry,,,,,,,,,
sausage,dessert,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
herbs,yogurt,misc. beverages,,,,,,,,
soda,brandy,,,,,,,,,
canned beer,berries,,,,,,,,,
tropical fruit,soda,,,,,,,,,
chicken,soda,,,,,,,,,
whole milk,soda,,,,,,,,,
berries,hamburger meat,,,,,,,,,
sausage,chicken,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
UHT-milk,curd,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
onions,whole milk,,,,,,,,,
sausage,flower (seeds),,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
onions,other vegetables,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
beef,root vegetables,frozen potato products,butter,newspapers,,,,,,
beef,butter,,,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
salty snack,chocolate marshmallow,,,,,,,,,
female sanitary products,dishes,,,,,,,,,
sausage,dessert,,,,,,,,,
other vegetables,soda,,,,,,,,,
yogurt,hamburger meat,other vegetables,mustard,,,,,,,
chicken,pork,brandy,,,,,,,,
soda,curd,sliced cheese,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
frankfurter,condensed milk,,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
pip fruit,spread cheese,,,,,,,,,
domestic eggs,butter,,,,,,,,,
coffee,canned fish,,,,,,,,,
bottled water,whole milk,,,,,,,,,
condensed milk,waffles,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
rolls/buns,bottled beer,dishes,pip fruit,whole milk,hard cheese,brown bread,soda,,,
salty snack,white bread,,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
brown bread,whole milk,,,,,,,,,
white bread,pot plants,,,,,,,,,
soda,pork,,,,,,,,,
roll products ,rice,,,,,,,,,
pork,yogurt,,,,,,,,,
liqueur,yogurt,,,,,,,,,
finished products,other vegetables,,,,,,,,,
whole milk,canned beer,bottled water,bottled beer,,,,,,,
yogurt,pastry,chewing gum,butter milk,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
cream cheese ,rice,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
frozen meals,root vegetables,cat food,,,,,,,,
pork,pastry,candy,,,,,,,,
turkey,whole milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
citrus fruit,margarine,,,,,,,,,
beef,brown bread,,,,,,,,,
pork,citrus fruit,,,,,,,,,
other vegetables,candy,,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
citrus fruit,sparkling wine,bottled water,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
yogurt,whole milk,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
citrus fruit,butter,,,,,,,,,
sausage,whole milk,long life bakery product,UHT-milk,flour,chocolate,,,,,
butter,canned fish,cream cheese ,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
sausage,other vegetables,,,,,,,,,
dessert,yogurt,,,,,,,,,
sausage,Instant food products,,,,,,,,,
whole milk,newspapers,,,,,,,,,
roll products ,soda,other vegetables,,,,,,,,
beef,candy,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
butter,domestic eggs,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
whole milk,dessert,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
pip fruit,newspapers,,,,,,,,,
canned beer,dessert,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
frankfurter,soda,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
cat food,pip fruit,white bread,,,,,,,,
berries,fruit/vegetable juice,cream cheese ,tropical fruit,,,,,,,
meat,detergent,roll products ,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
coffee,long life bakery product,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
specialty bar,soda,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
sausage,beverages,,,,,,,,,
meat,rolls/buns,,,,,,,,,
root vegetables,popcorn,,,,,,,,,
specialty bar,soda,,,,,,,,,
rolls/buns,frozen vegetables,roll products ,,,,,,,,
newspapers,rolls/buns,newspapers,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
pastry,candy,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
rolls/buns,chicken,whipped/sour cream,canned beer,baking powder,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
soft cheese,soda,root vegetables,root vegetables,rolls/buns,root vegetables,margarine,shopping bags,,,
pastry,whipped/sour cream,pickled vegetables,,,,,,,,
pastry,pip fruit,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
whole milk,soda,newspapers,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
other vegetables,roll products ,,,,,,,,,
ham,tropical fruit,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
popcorn,citrus fruit,,,,,,,,,
chicken,yogurt,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
berries,root vegetables,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
pip fruit,chocolate,brown bread,,,,,,,,
citrus fruit,soda,herbs,oil,,,,,,,
beef,semi-finished bread,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,dishes,rum,,,,,,,,
cake bar,butter,,,,,,,,,
mustard,salt,,,,,,,,,
butter,candy,candy,,,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
pip fruit,salty snack,yogurt,,,,,,,,
soda,shopping bags,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
pork,brown bread,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
pork,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
whole milk,pastry,,,,,,,,,
